code,ko_name,en_name,description,page
MEU4002,기계공학세미나,(2) (Mechanical Engineering Seminar II),"학생들로 하여금 기계공학도로서 필요한 교양 직업윤리 의식 공학 디자인 공학 경영 법률 및 특허 등을 세미나를 통하여 , 교육하고자 한다. , , , 】 신소재공학부 【 신소재는 철강 유리 자동차 반도체 전기전자 정보통신과 같은 현대 산업의 근간이며 , , , , , , , , , , 노 바이오 에너지 환경 정보 우주 기술의 핵심소재로 그 중요성이 더욱 커지고 있다 . , 21 세기 미래 산업을 선도할 나 연세대학교 신소재공학부는 금속 세라믹 고분자에 기반을 둔 신소재 전반의 이론과 설계로부터 제조와 특성평가 및 응 , 용에 이르는 교육과 연구를 수행함으로써 학문적 다양성 전문성 창조성 및 리더십을 겸비한 재료 공학 인재를 양성하고 재료 공학의 발전을 선도하고 있다. , , , , , 신소재공학부는 우수한 교수진과 교육 및 연구시설을 확보하여 창의적으로 사고하는 재료공학인을 양성하고 있다 특히 학부과정에서는 신소재공학이 요구하는 지식의 다양성이나 전문성과 함께 전공 기초 및 전문지식 습득 창의적 연구 및 실용 , 화 능력 함양 직업윤리와 사회적 책임 인식 및 실무 능력 배양 협동심과 업무능력 고취 정보 및 언어능력을 배양할 수 있 도록 하였다. , , , . □ 신소재공학부의 세부교육목표 1. 2. 3. 4. 기초지식과 이론을 체계적으로 습득하여 학문적 기틀을 마련하고 이를 바탕으로 창의적 연구 및 실용화 능력을 함양한다 창의적이며 과학적인 사고의 개발을 통해 재료공학에 기초한 다학제간 융합적 공학설계 능력을 계발한다. 신소재 공학 분야의 연구 및 산업현장에서 제반 문제점을 이해ㆍ분석하고 이를 해결할 수 있는 확고한 기초 및 전문지식 기반을 형성한다 사고를 효율적으로 전달하고 구성원의 팀웍을 솔선수범으로 선도하며 구성원 각자의 능력을 최대한 발휘하도록 조직하며 조직의 발전을 예측 경영할 수 있는 리더십을 배양한다 . 미래 산업을 창조할 수 있는 원천기술 개발에 도전하며 그 결과를 공학적으로 응용하여 국가 성장에 기여하고 인간 및 자연의 발전과 조화에 적용할 수 있는 능력을 계발한다. 올바른 직업윤리와 사회적 책임을 인식하고 실무적으로 실천할 수 있는 능력을 배양한다 조직의 구성원으로서 의사소통을 , , . , , , . , . 공과대학 ■ 213",214
MST2120,재료수학,(2)(NUMERICAL MATHEMATICS IN MATERIALS SCIENCE AND ENGINEERING (2)) (,"금속 및 재료공학의 각 분야에서 수학 및 물리적인 모델설정과 해석 및 각종 프로세스설계를 위한 기초적인 수치해석법 비선형방 . , 정식 연립 차방정식 행렬 연립비 선형방정식 보건법 수치적분 상미분방정식 편미분방정식 에 대하여 강의함 , 1 고체화학 , , , , , , ) (SOLID STATE CHEMISTRY)",217
MST2130,",",", 재료를 원자구조 분자구조 화학결합 구조형성원리 및 배위구조 등의 관점에서 접근 이해하며 와 . molecular orbital theory 적 관점에서 설명한다 이러한 재료의 결합구조적 특성의 이해를 도모하기 위하여 단순 화합물의 물성특성을 고찰하고 이를 통하여 재료의 기능특성에의 이해능력을 배양한다.",", valence bond theory",217
MST3110,고체물리,(SOLID STATE PHYSICS),"고체의 기본적인 개념과 원리를 이해하기 위하여 고체의 격자진동 자유전자모델 에너지 밴드 등에 관한 이론에 관하여 배우고 이를 바탕으로 다양한 전자기 재료들의 특성에 관한 이해 능력을 배양함. , , 2. 전공필수",217
MST2210,재료과학,(1)(INTRODUCTION TO MATERIALS SCIENCE (1)),"신소재 공학에 대한 입문 교과로서 금속 세라믹 반도체와 같은 무기 재료를 구성하는 원자 간의 결합 결정구조 결정결함과 재료의 기계적 성질 및 강화기구 재료의 전기 자기 광학적 특성 재료의 미세구조와 특성 기계적 특성에 미치는 영향과 고체 내 , , 확산 상태도 상변화 등의 재료공학의 기반이 되는 내용을 강의한다 , , , , , / , . ,",217
MST2220,재료과학,(2)(INTRODUCTION TO MATERIALS SCIENCE (2)) .,"재료 중에서 주로 유기물을 기반으로 하는 재료에 대한 기초 지식을 다룬다 강의의 전반부에는 기초 유기 화학과 분자간 힘 , 고분자의 합성과 같은 유기 재료의 화학적 특성에 대해 강의하고 후반부에는 유기재료의 분석과 물성과 같은 유기재료의 물리적 , 특성에 대해 강의한다 마지막에는 유기재료의 다양한 응용 분야와 가능성을 소개한다 . .",217
MST2230,"재료열역학 ,",(1)(THERMODYNAMICS OF MATERIALS (1)),"재료의 평형 상태 상태 방정식 개념 도입과 함께 열역학 기본 법칙을 소개하고 이의 이해를 기반으로 열역학 기본 법칙을 관련 화학 반응 상변화 등에 응용하여 재료 및 반응의 열역학적 특성을 분석할 수 있는 능력을 materials processing 배양하도록 강의함. , ,",217
MST2240 열역학 기본개념 및 법칙 을 기본으로 재료반응 평형 재료의 상전이 다성분계 상태도 및 계면열역학 그리고 열역학 응용에 I( 대하여 강의함,재료열역학,(2)(THERMODYNAMICS OF MATERIALS (2)),") , , ,",217
MST2260,결정학,(CRYSTALLOGRAPHY),"재료의 특성은 재료를 구성하는 원소의 종류 및 원소간 결합에 의한 배열형태에 주로 의존하게 된다 본 강의는 재료가 원자 또는 원자들이 주기적 규칙적 반복에 의해 결정을 형성할 때 그 구조적 이해를 통한 기능적 특성에로의 접근을 위해 격자 단위포 , 대칭요소 결정계 점군 및 공간군 등을 이용하여 결정구조를 기하학적으로 이해하고 결정화합물에의 적용을 통해 활용능력을 배양한다 . , , , , ,",217
MST3220,상평형 및 전이론,(PHASE EQUILIBRIUM AND TRANSFORMATION),"평형의 개념 상태도 원자의 확산 핵생성 및 성장이론 확산 및 무확산 변태 상변태 속도론 미세조직의 형성 등을 강의함 . , , , , , , 216 ■ 2025 연세대학교 대학요람 ,",217
MST2100,신소재공학입문,"(GATEWAY TO MATERIALS WORLD) ,","신소재공학은 기초과학 및 응용공학의 원리를 바탕으로 금속 세라믹 고분자 바이오 반도체 등 다양한 분야에 이용이 가능한 혁신 소재를 개발하며 이를 통하여 인류의 삶의 질을 향상시키고자 하는 미래지향적 학문의 분야이다 본 교과목에서는 신소재 공학의 전반적인 학습 및 연구 내용들을 조망하고 향후 신소재공학의 심화학습을 수행하는데 필요한 기초 원리 및 산업 응용 예 들을 탐색하고자 한다. , , , , . ,",218
MST2140,진로개발세미나 신소재공학과 (,)(SOPHOMORE CAREER SEMINAR(MATERIAL SCIENCE ENGINEERING)),"신소재공학 분야의 진로에 대한 구체적인 이해를 증진하고 선후배 간의 유대를 강화하여 소속감을 높이고자 한다 . ,",218
MST2310,"재료공학기초실험 ,",(MATERIALS ENGINEERING LABORATORY),"재료의 기계적성질 전기적 성질 전기화학적성질 광학적 성질 재료의 미세구조 및 열적성질 과 박막재료의 성질의 가지 테마 , , 중 세가지 테마를 선정해 실험한다. , 6",218
MST3310,재료연구,(MATERIALS RESEARCH),인간중심 미래선도 연구의 경쟁력 강화를 위해 보다 실질적이고 경험적인 교육이 필요한 실제 재료연구에 대한 연구현장에서의 직접적인 경험을 제공함,218
MST3320,(MATERIALS RESEARCH 2:CAPSTONE DESIGN) 실험 실습에 기초한 산업 현장에 필요한 기초 및 응용 지식 습득과 총괄적인 실험 설계 방법을 통하여 창의적인 사고력과 협동력 을 배양하는 것을 목표로 함.,,재료연구 캡스톤디자인 2:,218
MST3410,"(ELECTRONIC PROPERTIES OF ENGINEERING) 재료의전자기적성질 , , , 도전재료 반도체 자성재료 유전체 등의 전기적 자기적 성질에 관한 강의를 통하여 기초이론과 특성 사이의 상관관계를 이해하게 하며 나아가 각 재료들의 응용에 관하여 강의함",,"/ ,",218
MST3420,재료의기계적성질,(MECHANICAL PROPERTIES OF MATERIALS),"재료에 대한 응력과 변형률의 관계와 해석 평면도형의 성질 보의 응력 보의 처짐에 대한 기본원리를 강의한다 그리고 재료의 강도와 균열성장기구 및 파괴거동에 대하여 강의하며 특히 세라믹스와 금속을 비교하면서 균열 성장 기구에 기초하여 세라믹 재료의 신뢰성과 사용수명을 예측한다 또한 이 외에 재료의 열적 특성에 대해서도 강의함으로써 재료의 기계적 및 열적 성질을 학생들에게 이해하도록 하여 재료의 응용 및 새로운 재료의 개발 및 물성개발에 기여하도록 하고자 한다. , , , . .",218
MST3430,"재료의광학적성질 ,",(OPTICAL PROPERTIES OF MATERIALS),광학의 기초 이론 빛과 재료의 상호작용에 관한 강의를 바탕으로 광학재료에 관한 이해의 폭을 넓히고 다양한 광학재료의 응용분야에 대해서 강의함.,218
MST3450,이동현상론,(TRANSPORT PHENOMENA IN MATERIALS SCIENCE AND ENGINEERING),"재료공학 및 신소재공학을 전공하는 학생들에게 재료의 제조와 응용 및 재료의 물성 개발을 위한 재료공학적 원리를 이해하고 사용 장비의 설계와 새로운 재료의 연구개발을 할 수 있는 창의적인 능력을 길러주기 위하여 이와 관련된 물리적 및 화학적인 . 기본 이론 법칙 및 원리와 유체역학의 기본 이론 물질 이동 확산 열 이동 반응속도론 등을 공부한다 (INTERFACIAL ENGINEERING OF MATERIALS) , 재료계면공학 , ( , ),",218
MST3460,재료내부의 결함으로 인식되고 있는 계면은 최근 재료의 물성을 조절할 수 있는 새로운 기구로 발전되어 연구되고 있다 본 과목에서는 서로 다른 재료가 이루고 있는 계면의 성질 구조 분석 방법 및,,", , control . 기구를 공부한다 .",218
MST3470,재료역학,(MECHANICS OF SOLID MATERIALS),", 재료에 가해지는 힘 모멘트 그로 인한 변위 응력에 대하여 탄소성 역학 재료의 구조 및 결함 기계적 거동을 근거로 응력 변형율 관계 좌표 변환 파괴에 대해 강의함 , , , , / ,",218
MST3490,재료반응속도론,(MATERIAL REACTION KINETICS) /,"재료공학분야에 응용되는 기상 액상 액상 고상 기상 고상 계면에서의 계면화학반응속도에 대한 이론과 화학반응속도에 미치는 인자 및 이들의 영향에 대해 강의함 / , , /",218
MST3500,고분자구조설계학,(DESIGN OF POLYMER MATERIALS),"고분자의 분자구조로부터 공학 재료로의 형성을 제어하는 미세구조와 재료의 기계적 화학적 전기적 그리고 광학적 특성을 분석하고 이의 응용에 대해 강의함 , , ,",218
MST3510,(COMPUTER MODELLING IN MATERIALS SCIENCE AND ENGINEERING) 컴퓨터를 이용하여 재료의 평형 상태도 계산 응고 및 열처리 공정 해석 합금 및 재료설계 금속산화 반응 해석 재료의 성능 계산 용접 해석에 대해 강의함,,"전산재료학 , , , , ,",218
MST3520,반도체공학,(INTRODUCTION TO SEMICONDICTOR ENGINEERING),공과대학 ■ 217,218
MST3530,세라믹물성론,(PHYSICAL CERAMICS),"세라믹 재료의 화학결합 및 구조 결함구조 및 결함 반응평형 세라믹 고체 내의 확산이론 및 결함의 확산 확산과 이온 전도도 이온전도성 소재의 응용 원리 , , ,",219
MST3540,소결공학,(SINTERING : THEORY AND PROCESS) .,"열역학과 확산론에 기초한 물질 이동 이해와 이의 공학적 응용 치밀화와 입자성장 등 소결 과정의 원리 이해 계면열역학 고상소결 액상소결 가압소결 등에 관련된 이론과 실제 소결 관련 재료 공정 이해 . , , .",219
MST3550 X,"(X-RAY DIFFRACTION) X- , 재료에서의 결정구조 방위관계 잔류응력 상조성 분석 방법에 대해 강의함",,"선회절분석론 , , 선의 발생 및 성질 결정의 기하학 회절이론과 구조인자 실공간 및 역격자 공간에서의 회절조건을 바탕으로 벌크 및 박막 , , ,",219
